10	   -783.05805418
20	   -909.87657220
30	  -1022.51431773
40	  -1031.63690676
50	  -1032.71286306
60	  -1032.85781790
70	  -1032.86889926
80	  -1032.87291550
90	  -1032.87774334
100	  -1032.87979071
110	  -1032.88017382
120	  -1032.88040081
130	  -1032.88081189
140	  -1032.88117117
150	  -1032.88134591
160	  -1032.88139584
170	  -1032.88142911
180	  -1032.88149059
190	  -1032.88156500
200	  -1032.88162372
